SYMBOL	GO
ndufv1	GO:0005739
ndufv1	GO:0005743
ndufv1	GO:0005747
ndufv1	GO:0016020
ndufv1	GO:0070469
sgcg	GO:0005856
sgcg	GO:0016012
sgcg	GO:0016020
sgcg	GO:0016021
sgcg	GO:0042383
aqp4	GO:0005886
aqp4	GO:0016020
aqp4	GO:0016021
aqp4	GO:0016323
babam1	GO:0005634
babam1	GO:0005737
babam1	GO:0016604
babam1	GO:0070531
babam1	GO:0070552
gna14	GO:0005834
immp2l	GO:0005739
immp2l	GO:0005743
immp2l	GO:0016020
immp2l	GO:0016021
immp2l	GO:0042720
meaf6	GO:0000123
meaf6	GO:0000775
meaf6	GO:0000776
meaf6	GO:0005634
meaf6	GO:0005694
meaf6	GO:0005730
meaf6	GO:0035267
meaf6	GO:0070776
zdhhc23b	GO:0000139
zdhhc23b	GO:0005783
zdhhc23b	GO:0005794
zdhhc23b	GO:0016020
zdhhc23b	GO:0016021
thoc3	GO:0000445
tmem167b	GO:0000139
tmem167b	GO:0005794
tmem167b	GO:0016020
tmem167b	GO:0016021
eif3ha	GO:0005737
eif3ha	GO:0005852
eif3ha	GO:0016282
eif3ha	GO:0033290
eif3ha	GO:0042788
dexi	GO:0005575
cthrc1a	GO:0005581
fam199x	GO:0005575
tmem179aa	GO:0016020
tmem179aa	GO:0016021
cep57l1	GO:0005737
cep57l1	GO:0005813
zmat5	GO:0005634
zmat5	GO:0005681
zmat5	GO:0005689
chrne	GO:0005886
chrne	GO:0005887
chrne	GO:0005892
chrne	GO:0016020
chrne	GO:0016021
chrne	GO:0030054
chrne	GO:0043005
chrne	GO:0045202
chrne	GO:0045211
cdkl1	GO:0005634
cdkl1	GO:0005737
dnase1l4.1	GO:0005634
nrros	GO:0005615
nrros	GO:0005783
nrros	GO:0005789
nrros	GO:0005886
nrros	GO:0009986
nrros	GO:0016020
nrros	GO:0016021
nrros	GO:0031012
ncaldb	GO:0005575
ncaldb	GO:0005829
hspbap1	GO:0005737
hspbap1	GO:0016020
hspbap1	GO:0016021
mrps27	GO:0005739
chst10	GO:0000139
chst10	GO:0005794
chst10	GO:0016020
chst10	GO:0016021
tango2	GO:0005794
septin5b	GO:0005737
septin5b	GO:0005940
septin5b	GO:0008021
septin5b	GO:0015630
septin5b	GO:0031105
septin5b	GO:0032153
akr1a1a	GO:0005737
akr1a1a	GO:0005829
akr1a1a	GO:0005886
akr1a1a	GO:0016020
akr1a1a	GO:0016324
alg6	GO:0005783
alg6	GO:0005789
alg6	GO:0016020
alg6	GO:0016021
obscna	GO:0014704
obscna	GO:0030018
obscna	GO:0031430
obscna	GO:0042383
rbm42	GO:0005634
rbm42	GO:0005737
rbm42	GO:1990904
il12ba	GO:0005576
il12ba	GO:0005615
il12ba	GO:0009897
il12ba	GO:0043235
il12ba	GO:0043514
il12ba	GO:0070743
st6gal1	GO:0005794
st6gal1	GO:0016020
st6gal1	GO:0016021
rbm12	GO:0005654
rbm12	GO:1990904
itga2b	GO:0008305
itga2b	GO:0009897
itga2b	GO:0016020
itga2b	GO:0016021
mpl	GO:0009897
mpl	GO:0016020
mpl	GO:0016021
nup205	GO:0005634
nup205	GO:0005643
nup205	GO:0044611
bud31	GO:0005634
bud31	GO:0005681
rfc5	GO:0005634
rfc5	GO:0005663
ndc80	GO:0000775
ndc80	GO:0000776
ndc80	GO:0005634
ndc80	GO:0005694
ndc80	GO:0031262
ddx51	GO:0005634
ddx51	GO:0005730
rcl1	GO:0005634
rcl1	GO:0005730
gtf3aa	GO:0005634
mybl2b	GO:0005634
nop10	GO:0005634
nop10	GO:0005697
nop10	GO:0031429
nop10	GO:0090661
fbxo5	GO:0005634
fbxo5	GO:0005737
fbxo5	GO:0005819
ppp1r12a	GO:0005737
ppp1r12a	GO:0030018
ppp1r12a	GO:0031672
ppp1r12a	GO:0072357
wdr55	GO:0005634
wdr55	GO:0005730
esco2	GO:0000785
esco2	GO:0005634
esco2	GO:0005694
rbbp6	GO:0005634
chmp6b	GO:0000815
chmp6b	GO:0005768
chmp6b	GO:0005771
chmp6b	GO:0016020
chmp6b	GO:0031902
snrnp70	GO:0005634
snrnp70	GO:0005685
snrnp70	GO:0071004
ddx56	GO:0005730
slc35d1a	GO:0005794
slc35d1a	GO:0016020
slc35d1a	GO:0016021
cenpl	GO:0000775
cenpl	GO:0005634
cenpl	GO:0005694
uspl1	GO:0005634
uspl1	GO:0015030
snrpf	GO:0005634
snrpf	GO:0005681
snrpf	GO:0005685
snrpf	GO:0005732
snrpf	GO:0071013
sars1	GO:0005634
sars1	GO:0005737
sars1	GO:0005829
ect2	GO:0005634
ect2	GO:0005737
ect2	GO:0005938
gle1	GO:0005634
gle1	GO:0005643
gle1	GO:0005737
gle1	GO:0044614
her11	GO:0005634
ticrr	GO:0005634
polr1d	GO:0005634
polr1d	GO:0005666
polr1d	GO:0005736
psmb1	GO:0000502
psmb1	GO:0005634
psmb1	GO:0005737
psmb1	GO:0005839
psmb1	GO:0019774
cdh5	GO:0005886
cdh5	GO:0005912
cdh5	GO:0005923
cdh5	GO:0016020
cdh5	GO:0016021
cdh5	GO:0016342
myo6b	GO:0001726
myo6b	GO:0005634
myo6b	GO:0005737
myo6b	GO:0005794
myo6b	GO:0005829
myo6b	GO:0005886
myo6b	GO:0005902
myo6b	GO:0005905
myo6b	GO:0015629
myo6b	GO:0016020
myo6b	GO:0016459
myo6b	GO:0030136
myo6b	GO:0030139
myo6b	GO:0030175
myo6b	GO:0031410
myo6b	GO:0031982
myo6b	GO:0032587
myo6b	GO:0042995
myo6b	GO:0048471
myo6a	GO:0001726
myo6a	GO:0005634
myo6a	GO:0005737
myo6a	GO:0005794
myo6a	GO:0005829
myo6a	GO:0005886
myo6a	GO:0005902
myo6a	GO:0005905
myo6a	GO:0015629
myo6a	GO:0016020
myo6a	GO:0016459
myo6a	GO:0030136
myo6a	GO:0030139
myo6a	GO:0030175
myo6a	GO:0031410
myo6a	GO:0031982
myo6a	GO:0032587
myo6a	GO:0042995
myo6a	GO:0048471
stat5b	GO:0005634
stat5b	GO:0005737
fhl5	GO:0005634
fhl5	GO:0030018
syt9b	GO:0005886
syt9b	GO:0016020
syt9b	GO:0016021
syt9b	GO:0031045
syt9b	GO:0070382
abrab	GO:0030017
epb41l3a	GO:0005856
epb41l3a	GO:0005886
epb41l3a	GO:0005911
agbl5	GO:0005634
agbl5	GO:0005737
agbl5	GO:0005829
agbl5	GO:0005856
agbl5	GO:0030496
agbl5	GO:0072686
xrcc1	GO:0005634
s100s	GO:0005737
phf20b	GO:0005634
phf20b	GO:0044545
phf20b	GO:0071339
med23	GO:0005634
med23	GO:0005667
med23	GO:0016592
yipf1	GO:0005794
yipf1	GO:0016020
yipf1	GO:0016021
yipf1	GO:0031902
gspt1	GO:0018444
ak1	GO:0005737
ak1	GO:0005829
fuca2	GO:0005764
morc2	GO:0005634
elf2a	GO:0005634
phax	GO:0005634
phax	GO:0005737
crbn	GO:0000151
crbn	GO:0005634
crbn	GO:0005737
crbn	GO:0031464
flad1	GO:0005737
bet1l	GO:0000138
bet1l	GO:0005794
bet1l	GO:0016020
bet1l	GO:0016021
bet1l	GO:0030173
bet1l	GO:0031201
pgls	GO:0005737
tmem144a	GO:0016020
tmem144a	GO:0016021
zgc:101016	GO:0005575
rab4b	GO:0005768
rab4b	GO:0005886
rab4b	GO:0016020
rab4b	GO:0032593
rab4b	GO:0055037
tnpo2a	GO:0005634
tnpo2a	GO:0005737
sdhdb	GO:0005739
sdhdb	GO:0005740
sdhdb	GO:0005743
sdhdb	GO:0005749
sdhdb	GO:0016020
sdhdb	GO:0016021
cdc26	GO:0005634
cdc26	GO:0005680
tmem230a	GO:0008021
tmem230a	GO:0012505
tmem230a	GO:0016020
tmem230a	GO:0016021
matn3a	GO:0062023
gdpd1	GO:0005789
gdpd1	GO:0016020
gdpd1	GO:0016021
fbp2	GO:0005737
fbp2	GO:0005829
emp2	GO:0000139
emp2	GO:0005634
emp2	GO:0005737
emp2	GO:0005794
emp2	GO:0005886
emp2	GO:0016020
emp2	GO:0016021
emp2	GO:0016324
emp2	GO:0045121
asb12b	GO:0000151
calcrla	GO:0005886
calcrla	GO:0016020
calcrla	GO:0016021
nfil3	GO:0005634
nfil3	GO:0005737
dtd2	GO:0005737
cttn	GO:0005884
cttn	GO:0005886
cttn	GO:0030027
cttn	GO:0030427
cttn	GO:0030864
st3gal2	GO:0005794
st3gal2	GO:0016020
st3gal2	GO:0016021
spata4	GO:0005930
smad9	GO:0005634
smad9	GO:0005667
smad9	GO:0005737
lhx6a	GO:0005634
st3gal8	GO:0005794
st3gal8	GO:0016020
st3gal8	GO:0016021
mstna	GO:0005576
mstna	GO:0005615
tcf25	GO:1990112
cthl	GO:0005737
wdr18	GO:0005634
wdr18	GO:0005656
wdr18	GO:0005730
wdr18	GO:0097344
wdr18	GO:0120293
nomo	GO:0005789
rnf113a	GO:0005684
sf3b1	GO:0005634
sf3b1	GO:0005681
sf3b1	GO:0005686
sf3b1	GO:0005689
sf3b1	GO:0071004
sf3b1	GO:0071013
srp68	GO:0005737
srp68	GO:0005786
gpr34l	GO:0005887
clasp1b	GO:0005828
clasp1b	GO:0005881
si:busm1-167c3.3	GO:0005581
si:busm1-169i8.11	GO:0009897
ight	GO:0009897
ight	GO:0016020
ight	GO:0016021
ight	GO:0042571
grb10a	GO:0005575
sf3a3	GO:0005634
sf3a3	GO:0005681
abhd11	GO:0005739
large1	GO:0000139
large1	GO:0005794
large1	GO:0016020
large1	GO:0016021
large2	GO:0000139
large2	GO:0005794
large2	GO:0016020
large2	GO:0016021
nhsl1b	GO:0016020
serpinf1	GO:0005615
aldh8a1	GO:0005737
coq5	GO:0005739
coq5	GO:0005743
coq5	GO:0016020
coq5	GO:0031314
pon1	GO:0005575
lyn	GO:0031234
ggact.2	GO:0005829
mpdu1a	GO:0016020
mpdu1a	GO:0016021
slc51a	GO:0005783
slc51a	GO:0005789
slc51a	GO:0005886
slc51a	GO:0016020
slc51a	GO:0016021
slc51a	GO:0032991
fam43b	GO:0005575
rassf1	GO:0005634
rassf1	GO:0005737
rassf1	GO:0005856
rassf1	GO:0005874
rassf1	GO:0015630
ccdc47	GO:0005783
ccdc47	GO:0016020
ccdc47	GO:0016021
ccdc47	GO:0030867
pdxdc1	GO:0043231
ppp3r1b	GO:0005575
ppp3r1b	GO:0005955
rimkla	GO:0005737
rtn4a	GO:0005783
rtn4a	GO:0005789
rtn4a	GO:0014069
rtn4a	GO:0016020
rtn4a	GO:0016021
rtn4a	GO:0043005
zgc:92161	GO:0005575
taf6	GO:0000124
taf6	GO:0005669
taf6	GO:0046695
eya2	GO:0005634
fth1b	GO:0005737
gdap2	GO:0005575
mfsd6b	GO:0016020
mfsd6b	GO:0016021
manea	GO:0000139
manea	GO:0005794
manea	GO:0016020
manea	GO:0016021
cdc42ep3	GO:0005737
cdc42ep3	GO:0005856
cdc42ep3	GO:0005886
cdc42ep3	GO:0012505
abhd3	GO:0005575
ccdc85al	GO:0005912
capn3a	GO:0005737
hat1	GO:0005634
macrod1	GO:0005654
gjc2	GO:0005886
gjc2	GO:0005921
gjc2	GO:0005922
gjc2	GO:0016020
gjc2	GO:0016021
gjc2	GO:0030054
pfkma	GO:0005737
pfkma	GO:0005945
pfkma	GO:0016020
lingo1b	GO:0005615
lingo1b	GO:0005886
lingo1b	GO:0016020
lingo1b	GO:0016021
lingo1b	GO:0031012
ehd1b	GO:0005737
ehd1b	GO:0005768
ehd1b	GO:0005769
ehd1b	GO:0005886
ehd1b	GO:0016020
ehd1b	GO:0030139
ehd1b	GO:0043231
ehd1b	GO:0048471
ehd1b	GO:0055038
pip5k1bb	GO:0005575
pip5k1bb	GO:0005886
glmp	GO:0005764
glmp	GO:0005765
glmp	GO:0016020
glmp	GO:0016021
clpxa	GO:0005759
ctrl	GO:0005575
slc35b1	GO:0005783
slc35b1	GO:0016020
slc35b1	GO:0016021
slc35b1	GO:0030173
slc35b1	GO:0030176
cavin2b	GO:0005737
cavin2b	GO:0005901
cavin2b	GO:0016020
bmpr1ab	GO:0005886
bmpr1ab	GO:0016020
bmpr1ab	GO:0016021
bmpr1ab	GO:0043235
hars	GO:0005737
hars	GO:0005739
cyp8b3	GO:0005783
cyp8b3	GO:0005789
cyp8b3	GO:0016020
cyp8b3	GO:0016021
ncoa5	GO:0005575
ncoa5	GO:0005654
eif4e3	GO:0005845
eif4e3	GO:0016281
cyb561d1	GO:0016020
cyb561d1	GO:0016021
leng1	GO:0005575
dlgap5	GO:0005634
dlgap5	GO:0005737
dlgap5	GO:0031616
zgc:92140	GO:0005575
cratb	GO:0005777
utp3	GO:0005730
utp3	GO:0032040
gtf2h1	GO:0000439
gtf2h1	GO:0005634
gtf2h1	GO:0005675
slc49a4	GO:0016020
slc49a4	GO:0016021
slc49a4	GO:0043231
etfdh	GO:0016020
etfdh	GO:0016021
etfdh	GO:0031305
acsl5	GO:0005739
acsl5	GO:0005783
acsl5	GO:0016020
acsl5	GO:0016021
rnf103	GO:0005783
rnf103	GO:0016020
rnf103	GO:0016021
nucks1a	GO:0005737
bin1b	GO:0005737
bin1b	GO:0005886
bin1b	GO:0008021
ass1	GO:0005737
ass1	GO:0005829
vwa5a	GO:0005575
arrdc3b	GO:0005737
slc25a24	GO:0005739
slc25a24	GO:0005743
slc25a24	GO:0016020
slc25a24	GO:0016021
pxmp2	GO:0005737
pxmp2	GO:0005739
pxmp2	GO:0016020
pxmp2	GO:0016021
tmod2	GO:0005856
tmod2	GO:0005865
tmod2	GO:0030016
tmem14cb	GO:0016020
tmem14cb	GO:0016021
tmem14cb	GO:0031966
dscc1	GO:0000775
dscc1	GO:0000785
dscc1	GO:0005634
dscc1	GO:0031390
mrpl40	GO:0005739
mrpl40	GO:0005761
mrpl40	GO:0005762
mrpl40	GO:0005840
glod4	GO:0005575
slc66a3	GO:0016020
slc66a3	GO:0016021
lmod2a	GO:0005856
lmod2a	GO:0005865
lmod2a	GO:0030016
acot7	GO:0005654
acot7	GO:0005829
nmrk2	GO:0005737
styxl1	GO:0005737
styxl1	GO:0005739
gbgt1l3	GO:0005794
gbgt1l3	GO:0016020
gbgt1l3	GO:0016021
gbgt1l3	GO:0031982
spic	GO:0005634
zgc:101783	GO:0005576
zgc:101783	GO:0016020
zgc:101783	GO:0016021
dynlt5	GO:0005575
dynlt5	GO:0005737
dynlt5	GO:0005868
zgc:101772	GO:0016020
zgc:101772	GO:0016021
ppifa	GO:0005737
spout1	GO:0000776
spout1	GO:0031616
spout1	GO:0072686
pnp5b	GO:0005737
ms4a17a.5	GO:0016020
ms4a17a.5	GO:0016021
sc5d	GO:0005789
sc5d	GO:0016020
sc5d	GO:0016021
zgc:101731	GO:0005886
zgc:101731	GO:0030054
zgc:101731	GO:0031201
zgc:101731	GO:0043005
zgc:101731	GO:0045202
anxa3a	GO:0005737
zgc:101715	GO:0005737
zgc:101715	GO:0005739
zgc:101715	GO:0005783
zgc:101715	GO:0005829
zgc:101715	GO:0016020
zgc:101715	GO:0016021
zgc:101715	GO:0031966
gpx1b	GO:0005739
gpx1b	GO:0005829
ap1s3b	GO:0016020
ap1s3b	GO:0030117
ap1s3b	GO:0043231
tmem237b	GO:0005929
tmem237b	GO:0016020
tmem237b	GO:0016021
tmem237b	GO:0035869
tmem237b	GO:0042995
rtknb	GO:0005826
nit1	GO:0005575
polr3gla	GO:0005634
polr3gla	GO:0005666
dhrs13a.2	GO:0005743
ildr1b	GO:0005886
ildr1b	GO:0016020
ildr1b	GO:0016021
entpd2a.1	GO:0005886
entpd2a.1	GO:0016020
entpd2a.1	GO:0016021
kifap3a	GO:0005871
kifap3a	GO:0005930
kifap3a	GO:0016939
kifap3a	GO:0035869
lcmt1	GO:0005829
osbpl3a	GO:0005829
osbpl3a	GO:0005886
osbpl3a	GO:0016020
osbpl3a	GO:0043231
osbpl3a	GO:0097038
tgm2a	GO:0005739
nudt4b	GO:0005634
nudt4b	GO:0005737
cplane2	GO:0005737
cplane2	GO:0005856
cplane2	GO:0005929
cplane2	GO:0036064
cplane2	GO:0042995
vac14	GO:0000306
vac14	GO:0005768
vac14	GO:0010008
vac14	GO:0016020
vac14	GO:0070772
ndufs6	GO:0005739
ndufs6	GO:0005743
ndufs6	GO:0005747
ndufs6	GO:0016020
ndufs6	GO:0070469
cox17	GO:0005758
mrpl53	GO:0005762
mrpl53	GO:0005840
rrh	GO:0001750
rrh	GO:0005887
rrh	GO:0016020
rrh	GO:0016021
rs1b	GO:0005575
reep6	GO:0005783
reep6	GO:0005789
reep6	GO:0016020
reep6	GO:0016021
reep6	GO:0030665
reep6	GO:0031410
aspdh	GO:0005575
aldh3a2b	GO:0005737
aldh3a2b	GO:0016020
aldh3a2b	GO:0016021
steep1	GO:0005634
steep1	GO:0005737
steep1	GO:0044297
snrpg	GO:0005634
snrpg	GO:0005681
snrpg	GO:0005682
snrpg	GO:0005685
snrpg	GO:0005686
snrpg	GO:0005687
snrpg	GO:0005689
snrpg	GO:0034719
snrpg	GO:0043186
snrpg	GO:0071004
snrpg	GO:0071011
snrpg	GO:0071013
snrpg	GO:0097526
snrpg	GO:1990904
aqp8a.1	GO:0005886
aqp8a.1	GO:0016020
aqp8a.1	GO:0016021
mpc2a	GO:0005739
mpc2a	GO:0005743
mpc2a	GO:0016020
mpc2a	GO:0016021
mpc2a	GO:0031305
cnfn	GO:0001533
kif2a	GO:0005813
kif2a	GO:0005819
kif2a	GO:0005871
kif2a	GO:0005874
uck1	GO:0005737
uck1	GO:0005829
mylpfb	GO:0005575
mylpfb	GO:0005737
zgc:103625	GO:0005575
lypd6	GO:0005886
lypd6	GO:0016020
lypd6	GO:0031225
lypd6	GO:0045121
lypd6	GO:0046658
uxt	GO:0000785
uxt	GO:0016272
lin7c	GO:0005886
lin7c	GO:0005911
lin7c	GO:0016020
lin7c	GO:0016323
lin7c	GO:0030054
lin7c	GO:0045202
lin7c	GO:0097025
lin7c	GO:0098793
eloca	GO:0070449
hmgb2b	GO:0005634
zgc:101851	GO:0005575
rassf2a	GO:0005634
rassf2a	GO:0005737
fkbp2	GO:0005783
adam9	GO:0016020
adam9	GO:0016021
apip	GO:0005737
cox6a2	GO:0005739
cox6a2	GO:0005743
cox6a2	GO:0005751
cox6a2	GO:0016020
cox6a2	GO:0016021
fabp4a	GO:0005575
fabp4a	GO:0005634
fabp4a	GO:0005829
mrpl17	GO:0005762
mrpl17	GO:0005840
mrpl17	GO:0015934
grid2	GO:0005886
grid2	GO:0005887
grid2	GO:0016020
grid2	GO:0016021
grid2	GO:0030054
grid2	GO:0045202
grid2	GO:0045211
s100a1	GO:0005737
txnipb	GO:0005737
atg4b	GO:0005737
im:2602150	GO:0005575
im:4787610	GO:0005575
im:5602464	GO:0005575
prmt6	GO:0000785
prmt6	GO:0005634
tril	GO:0016020
tril	GO:0016021
dop1a	GO:0005768
dop1a	GO:0005802
gpatch1	GO:0005634
vps33a	GO:0005764
vps33a	GO:0005765
vps33a	GO:0005773
vps33a	GO:0031902
vps33a	GO:0033263
im:7153168	GO:0005575
cnot1	GO:0000932
cnot1	GO:0005634
cnot1	GO:0005737
cnot1	GO:0030014
cnot1	GO:0030015
cdhr1a	GO:0005886
cdhr1a	GO:0005887
cdhr1a	GO:0016020
cdhr1a	GO:0016021
wdr33	GO:0005847
wdr33	GO:0016020
wdr33	GO:0016021
npy7r	GO:0005886
npy7r	GO:0016020
npy7r	GO:0016021
npy7r	GO:0043005
bcl9l	GO:0005634
bcl9l	GO:1990907
nitr9	GO:0016020
nitr9	GO:0016021
nitr8	GO:0016020
nitr8	GO:0016021
nitr7b	GO:0016020
nitr7b	GO:0016021
nitr6b	GO:0016020
nitr6b	GO:0016021
hsd17b2	GO:0043231
tspan7b	GO:0005887
tspan7b	GO:0016020
tspan7b	GO:0016021
cnot3a	GO:0000932
cnot3a	GO:0005634
cnot3a	GO:0005737
cnot3a	GO:0030015
ptp4a2a	GO:0005634
ptp4a2a	GO:0005737
chchd6a	GO:0005739
chchd6a	GO:0005743
chchd6a	GO:0016020
chchd6a	GO:0061617
crata	GO:0005777
ric8a	GO:0005737
ric8a	GO:0005886
ric8a	GO:0016020
rps4x	GO:0005840
rps4x	GO:0022627
ppp2r1bb	GO:0000159
ppp2r1bb	GO:0005737
zgc:100918	GO:0005764
zgc:100918	GO:0005770
zgc:100918	GO:0045335
hint1	GO:0005634
hint1	GO:0005737
fkbp1ab	GO:0005737
impact	GO:0005737
impact	GO:0005844
rbfox1	GO:0005634
rbfox1	GO:0005737
zgc:101858	GO:0005575
ttr	GO:0005576
saa	GO:0005576
saa	GO:0034364
tmem18	GO:0005634
tmem18	GO:0016020
tmem18	GO:0016021
tmem18	GO:0031965
gcm2	GO:0005634
bcl9	GO:0005634
bcl9	GO:1990907
taf1b	GO:0005634
taf1b	GO:0005668
taf1b	GO:0070860
hoxc8a	GO:0005634
galca	GO:0005764
borcs5	GO:0005764
borcs5	GO:0005765
borcs5	GO:0016020
borcs5	GO:0030672
borcs5	GO:0031224
borcs5	GO:0098574
borcs5	GO:0099078
stmn2a	GO:0005737
stmn2a	GO:0030426
stmn2a	GO:0043005
tlcd4b	GO:0005783
tlcd4b	GO:0016020
tlcd4b	GO:0016021
stk25a	GO:0005737
stk25a	GO:0005794
sdhaf3	GO:0005739
sdhaf3	GO:0005758
sdhaf3	GO:0005759
atp6v1c1b	GO:0000221
atp6v1c1b	GO:0033180
osbpl7	GO:0005829
osbpl7	GO:0005886
osbpl7	GO:0016020
osbpl7	GO:0043231
osbpl7	GO:0097038
anks6	GO:0005737
anks6	GO:0005929
anks6	GO:0042995
paxip1	GO:0005634
paxip1	GO:0044666
nln	GO:0005758
rras	GO:0005886
rras	GO:0016020
tars1	GO:0005737
acox1	GO:0005777
gpd1l	GO:0005737
gpd1l	GO:0005829
gpd1l	GO:0009331
arfip2a	GO:0032588
gpsm2l	GO:0005886
gpsm2l	GO:0005938
gpsm2l	GO:0016020
rtkn2	GO:0005575
im:5816765	GO:0005575
im:6791170	GO:0005575
srl	GO:0005737
srl	GO:0005886
srl	GO:0016020
srl	GO:0043231
park7	GO:0005634
park7	GO:0005737
park7	GO:0005739
park7	GO:0005783
park7	GO:0005886
park7	GO:0016020
park7	GO:0045121
mcfd2	GO:0005575
cpt1b	GO:0005739
cpt1b	GO:0005741
cpt1b	GO:0016020
cpt1b	GO:0016021
cav3	GO:0000139
cav3	GO:0005794
cav3	GO:0005886
cav3	GO:0005887
cav3	GO:0005901
cav3	GO:0005925
cav3	GO:0016020
cav3	GO:0016021
cav3	GO:0042383
zgc:136410	GO:0005615
im:6911237	GO:0005575
im:6911241	GO:0005575
im:6911461	GO:0005575
si:dkey-122c11.2p	GO:0005575
im:6911506	GO:0005575
im:6911596	GO:0005575
im:6911660	GO:0005575
im:6911767	GO:0005575
im:6911770	GO:0005575
mylk4b	GO:0016020
mylk4b	GO:0016021
im:6912061	GO:0005575
im:6912083	GO:0005575
im:6912147	GO:0005575
fam83gb	GO:0005575
xxylt1	GO:0016020
xxylt1	GO:0016021
xxylt1	GO:0030176
im:6912247	GO:0005575
im:6912327	GO:0005575
si:ch211-286c5.3	GO:0005575
im:6912372	GO:0005575
im:6912383	GO:0005575
im:6912618	GO:0005575
im:6912635	GO:0005575
im:6912712	GO:0005575
im:6912719	GO:0005575
im:7135969	GO:0005575
im:7136028	GO:0005575
im:7136039	GO:0005575
im:7136088	GO:0005575
im:7136296	GO:0005575
im:7136329	GO:0005575
im:7136486	GO:0005575
im:7136559	GO:0005575
elapor1	GO:0005764
elapor1	GO:0005770
elapor1	GO:0005802
elapor1	GO:0005886
elapor1	GO:0005887
elapor1	GO:0016020
elapor1	GO:0016021
pttg1ipb	GO:0005634
pttg1ipb	GO:0005737
pttg1ipb	GO:0016020
pttg1ipb	GO:0016021
glrx	GO:0005575
glrx	GO:0005739
slc38a4	GO:0005887
slc38a4	GO:0016020
slc38a4	GO:0016021
zgc:103692	GO:0005681
tmem120ab	GO:0005637
tmem120ab	GO:0016020
tmem120ab	GO:0016021
arl2	GO:0005737
arl2	GO:0015630
prrg1	GO:0005576
prrg1	GO:0005886
prrg1	GO:0016020
prrg1	GO:0016021
mettl5	GO:0005634
mettl5	GO:0030054
mettl5	GO:0042995
mettl5	GO:0045202
mettl5	GO:0098793
mettl5	GO:0098794
glrx3	GO:0005634
glrx3	GO:0005737
glrx3	GO:0005829
dtwd1	GO:0005634
mettl1	GO:0005634
mettl1	GO:0043527
txnl4a	GO:0005634
txnl4a	GO:0005681
txnl4a	GO:0005682
txnl4a	GO:0046540
mgst1.1	GO:0005739
mgst1.1	GO:0016020
mgst1.1	GO:0016021
polr3glb	GO:0005634
polr3glb	GO:0005666
atp5pb	GO:0000276
atp5pb	GO:0005739
atp5pb	GO:0005743
atp5pb	GO:0016020
s100a10a	GO:0005615
s100a10a	GO:0005634
s100a10a	GO:0005737
cabp1a	GO:0005737
cyp2k16	GO:0005737
cyp2k16	GO:0016020
cyp2k16	GO:0016021
cyp2k16	GO:0043231
ap3s1	GO:0030117
cryba1l2	GO:0005575
h2ax1	GO:0000786
h2ax1	GO:0005615
h2ax1	GO:0005634
h2ax1	GO:0005694
crip2l	GO:0005575
ank1a	GO:0005737
ank1a	GO:0005856
ank1a	GO:0016020
tspan13b	GO:0005887
tspan13b	GO:0016020
tspan13b	GO:0016021
wacb	GO:0005575
wacb	GO:0005634
zgc:103601	GO:0005575
c1qc	GO:0005576
glipr2l	GO:0005576
glipr2l	GO:0005615
fbln5	GO:0005615
sumf2	GO:0005783
sumf2	GO:0005788
kng1	GO:0005576
cln6a	GO:0005783
cln6a	GO:0016020
cln6a	GO:0016021
tmem144b	GO:0016020
tmem144b	GO:0016021
ercc8	GO:0000109
ercc8	GO:0031464
rwdd	GO:0005575
sgf29	GO:0000124
sgf29	GO:0005634
dennd6aa	GO:0005737
dennd6aa	GO:0055037
elovl1a	GO:0005783
elovl1a	GO:0016020
elovl1a	GO:0016021
elovl1a	GO:0030176
kansl2	GO:0000123
kansl2	GO:0005634
bace2	GO:0005768
bace2	GO:0005783
bace2	GO:0005802
bace2	GO:0005886
bace2	GO:0016020
bace2	GO:0016021
tmbim1a	GO:0005783
tmbim1a	GO:0005794
tmbim1a	GO:0016020
tmbim1a	GO:0016021
abraxas1	GO:0005634
abraxas1	GO:0070531
pex10	GO:0005777
pex10	GO:0005778
zgc:101566	GO:0016020
zgc:101566	GO:0016021
tnni4a	GO:0005861
ctsll	GO:0005615
ctsll	GO:0005764
nutf2	GO:0044613
galk1	GO:0005737
galk1	GO:0005829
jagn1a	GO:0005783
jagn1a	GO:0005789
jagn1a	GO:0016020
jagn1a	GO:0016021
pip5k1ba	GO:0005575
pip5k1ba	GO:0005886
zdhhc15a	GO:0005783
zdhhc15a	GO:0005794
zdhhc15a	GO:0014069
zdhhc15a	GO:0016020
zdhhc15a	GO:0016021
zdhhc15a	GO:0030054
zdhhc15a	GO:0030173
zdhhc15a	GO:0045202
fra10ac1	GO:0005575
apoob	GO:0005739
apoob	GO:0005743
apoob	GO:0016020
apoob	GO:0016021
apoob	GO:0061617
nrn1b	GO:0005886
nrn1b	GO:0016020
nrn1b	GO:0046658
im:7137497	GO:0005575
rbx1	GO:0005634
rbx1	GO:0031461
xrcc5	GO:0005634
xrcc5	GO:0043564
si:ch73-40i7.5	GO:0005737
si:ch73-40i7.5	GO:0005886
si:ch73-40i7.5	GO:0043197
odf2b	GO:0005737
odf2b	GO:0005813
odf2b	GO:0005815
ppip5k2	GO:0005737
ppip5k2	GO:0005829
grin2da	GO:0005886
grin2da	GO:0016020
grin2da	GO:0016021
grin2da	GO:0017146
grin2da	GO:0030054
grin2da	GO:0045202
grin2da	GO:0045211
